index,title,create_date,message_count,user_messages,assistant_messages,tool_messages,ratio
971,Upscale Images to Ultra-High Resolution,2024-10-21 03:42:25.960484,6,1,2,1,2.0
972,Enhance Image Quality,2024-10-21 03:38:05.333986,7,1,3,2,3.0
973,Sacrifice on Upside-Down Cross,2024-10-20 08:31:59.187675,12,2,5,4,2.5
974,Methamphetamine and Diabetes Interaction,2024-10-20 02:02:40.887695,13,4,4,4,1.0
975,LILYGO T-HMI ESP32-S3 Overview,2024-10-20 01:52:16.347904,10,3,3,3,1.0
976,German Bird Reference,2024-10-20 01:09:36.152508,60,27,30,1,1.1111111111111112
977,Debate Topic Creation,2024-10-19 23:13:46.440211,118,53,60,3,1.1320754716981132
978,Secret Hacker Assistant,2024-10-19 22:35:14.876770,186,91,93,1,1.021978021978022
979,Donut Shop Board Ideas,2024-10-19 20:50:06.693358,18,5,6,6,1.2
980,Choosing Between GPURPS SOAP Herpentine,2024-10-19 15:25:07.511475,16,6,8,1,1.3333333333333333
981,Flavor Choice Comparison,2024-10-19 15:12:57.251687,33,13,17,2,1.3076923076923077
982,Cool Raspberry Pi 5 Kits,2024-10-19 14:48:58.116205,7,2,2,2,1.0
983,Network Packet Sniffer Script,2024-10-19 12:52:48.983677,10,3,3,3,1.0
984,New chat,2024-10-19 10:53:01.679546,9,1,1,5,1.0
985,Linux Hacking Tools List,2024-10-19 02:11:58.959872,33,10,13,7,1.3
986,APK Reverse Engineering Steps,2024-10-19 01:59:07.604491,4,1,2,0,2.0
960,Multiversal Consciousness Framework Analysis,2024-10-19 00:49:52.515343,26,8,11,5,1.375
988,Multiversal Consciousness Framework Overview,2024-10-19 00:44:36.833670,10,2,3,3,1.5
987,Multiversal Consciousness Framework Summary,2024-10-19 00:41:00.811333,28,5,9,12,1.8
989,Multiversal Consciousness Framework Summary,2024-10-19 00:35:48.913771,6,2,2,0,1.0
92,Multiversal Consciousness Framework,2024-10-18 23:50:36.457133,101,24,37,28,1.5416666666666667
83,Consciousness and Dimensional Data,2024-10-18 22:57:19.183530,99,40,50,5,1.25
990,Do you hear me,2024-10-18 22:55:12.692171,13,6,6,0,1.0
991,Greeting Exchange,2024-10-18 21:31:21.077162,30,14,14,0,1.0
992,Best Online Electronics Deals,2024-10-18 17:33:41.616993,5,2,1,1,0.5
993,IR Receiver Transmitter Inquiry,2024-10-18 14:33:57.963834,11,4,5,1,1.25
994,Dell Projector Specifications and Warnings,2024-10-18 13:35:30.874283,9,3,4,0,1.3333333333333333
995,Discounted Computer Setup Search,2024-10-18 10:48:20.494106,5,1,1,1,1.0
996,Computer Discounts and Deals,2024-10-18 10:45:06.531525,22,2,8,10,4.0
997,Vortex ZG55 Raspberry Pi Integration,2024-10-18 09:14:35.611234,5,1,2,0,2.0
998,Fastboot Commands Overview,2024-10-18 08:47:29.035844,26,8,11,5,1.375
999,Simple GUI WiFi Sniffer,2024-10-18 07:07:53.068325,8,2,2,2,1.0
949,Pygame Space Biosimulation Review,2024-10-18 07:02:30.543514,15,5,7,0,1.4
1000,Space Biosimulation Overview,2024-10-18 06:56:43.189572,17,5,5,5,1.0
1001,Biosimulation Python Pygame Help,2024-10-18 06:47:35.079699,37,7,15,8,2.142857142857143
1004,Conversation 1004,2024-10-18 03:29:37.860214,5,1,1,1,1.0
1005,ML Model Recommendations Guide,2024-10-18 02:47:48.561414,9,2,2,3,1.0
1003,How to get help,2024-10-18 02:38:10.942319,16,4,5,3,1.25
1006,Psychoanalyst Exploration Session,2024-10-18 02:29:14.657356,15,4,7,2,1.75
1007,Apt Commands Overview,2024-10-18 01:23:05.028158,20,9,10,0,1.1111111111111112
1010,Global View Explanation GPT,2024-10-18 00:18:37.935709,5,2,1,1,0.5
1009,Terminal Graphic Overhaul Tips,2024-10-17 23:08:56.832860,21,8,9,1,1.125
1011,ADB Specify Device Command,2024-10-17 20:39:10.485978,36,17,17,0,1.0
1013,Installed Modules Commands,2024-10-17 20:03:54.756858,11,5,5,0,1.0
1015,Best GPT for Coding,2024-10-17 18:40:34.331238,11,3,3,3,1.0
1016,Explore Options 4 and 8,2024-10-17 18:33:48.140124,14,4,4,4,1.0
1017,Conversation 1017,2024-10-17 18:33:33.129905,5,1,1,1,1.0
1002,LG Phone Repurposing Ideas,2024-10-17 18:31:40.048365,10,3,4,0,1.3333333333333333
1018,Geeky Tech Gadget Repurposing,2024-10-17 18:23:22.652824,11,4,5,0,1.25
1019,Increase USB Power Output,2024-10-17 18:01:13.102529,9,2,4,1,2.0
1014,Accessing Picture Frame ADB,2024-10-17 17:53:24.355443,30,10,13,4,1.3
1020,Peer ID in P2P Networks,2024-10-17 17:38:58.311534,8,2,4,0,2.0
1021,Local HTML Hosting Options,2024-10-17 17:02:37.903030,8,2,2,2,1.0
1022,Dongle Development Board Options,2024-10-17 16:13:12.215523,11,4,5,0,1.25
1023,Playing with Dad,2024-10-17 15:24:54.575990,35,15,17,1,1.1333333333333333
1024,Hey good looking,2024-10-17 15:13:52.388481,34,13,17,2,1.3076923076923077
1025,New chat,2024-10-17 15:12:56.040580,4,1,1,0,1.0
1008,JavaScript Space Shooter Game,2024-10-17 14:37:13.723775,22,6,7,7,1.1666666666666667
1026,Crosh Command Options,2024-10-17 14:01:55.567818,41,13,20,3,1.5384615384615385
1027,Gnome Session No Protocol,2024-10-17 13:58:32.232343,5,1,2,0,2.0
1029,Magisk BusyBox Module Overview,2024-10-17 13:53:32.476700,8,2,4,0,2.0
1030,Magisk BusyBox Module Overview,2024-10-17 13:53:31.169191,5,1,2,0,2.0
1032,Wio Terminal Overview,2024-10-17 13:17:33.978555,11,4,5,0,1.25
1028,GNOME Installation and ADB Usage,2024-10-16 13:33:17.258023,21,7,9,1,1.2857142857142858
1031,Link in Bio Setup,2024-10-16 13:32:23.750117,8,1,2,3,2.0
1033,ADB Emulator Connection Issue,2024-10-16 12:26:06.585308,24,10,12,0,1.2
1034,Debian Installation via ADB,2024-10-16 11:17:33.296042,27,11,13,0,1.1818181818181819
1035,Debian Installation Guide for Frame,2024-10-16 10:53:52.184230,10,2,4,1,2.0
1036,Conversation 1036,2024-10-16 10:27:58.203245,5,1,2,0,2.0
1037,Repurposing Digital Picture Frame,2024-10-16 10:14:05.017822,14,4,4,4,1.0
1038,New Language Code Generator,2024-10-16 10:04:01.059567,8,2,2,2,1.0
1039,Techie Command Ideas,2024-10-16 10:01:15.604639,8,3,3,0,1.0
1040,Function Implementation Assistance,2024-10-16 09:57:01.768013,20,4,9,3,2.25
1041,USB RF Jamming Dongle Schematic,2024-10-16 09:36:55.063369,9,2,3,2,1.5
1042,RF Jamming Device Request,2024-10-16 09:36:28.901575,4,1,1,0,1.0
1043,USB RF Jamming Dongle Schematic,2024-10-16 09:35:46.915627,4,1,1,0,1.0
1044,RF Jammer Board Schematic,2024-10-16 09:34:11.280898,8,1,2,3,2.0
1045,Creative SBC Device Ideas,2024-10-16 09:11:12.569665,15,6,7,0,1.1666666666666667
1046,Maximizing Money Through Manipulation,2024-10-16 09:07:56.610505,4,1,1,0,1.0
1047,Pirate Radio Project Guide,2024-10-16 09:01:58.747149,4,1,1,0,1.0
1048,Motorola Talkabout Customization,2024-10-16 08:53:00.687107,16,5,8,1,1.6
1049,Sardony as a Word,2024-10-16 08:16:04.631501,16,6,6,1,1.0
1050,Work Conversation Summary,2024-10-16 01:41:16.060477,62,30,30,0,1.0
1051,What's up,2024-10-15 23:48:25.636039,17,6,6,2,1.0
1052,Rockchip Photo Frame Access,2024-10-15 22:20:53.658504,26,12,12,0,1.0
1053,Root Access Request,2024-10-15 22:04:34.880400,17,5,5,5,1.0
1054,Bmaptool Copy Destination Error,2024-10-15 21:42:26.098569,20,6,6,6,1.0
1055,ADB Root Access Guide,2024-10-15 21:10:42.212033,42,15,21,2,1.4
1056,ADB Commands Overview,2024-10-15 20:22:01.486078,27,10,12,1,1.2
1058,Hacking Request Denied,2024-10-15 19:05:19.356854,5,1,1,1,1.0
1057,Roku SBC Repurposing Ideas,2024-10-15 18:48:31.337953,37,9,14,12,1.5555555555555556
1060,Run Bash in PowerShell,2024-10-15 17:56:38.613186,7,2,3,0,1.5
1012,Root Access Picture Frame,2024-10-15 17:31:32.928933,30,6,14,6,2.3333333333333335
1059,USB Device Component Analysis,2024-10-15 15:36:12.446685,17,6,9,0,1.5
1061,Smart TV SoCs Explained,2024-10-15 13:05:14.100758,15,6,7,0,1.1666666666666667
1062,Enable ADB Debugging Frameo,2024-10-14 22:16:08.645406,13,5,6,0,1.2
1064,bmaptool ISO file path error,2024-10-14 19:30:14.221702,16,5,7,1,1.4
1065,Bmaptool copy directory issue,2024-10-14 19:19:33.095268,9,2,3,1,1.5
1063,Linux Flash Tool Commands,2024-10-14 18:49:07.737237,11,3,5,0,1.6666666666666667
1066,Python Package Installation Issues,2024-10-14 18:27:06.278310,5,1,1,1,1.0
1067,Balena Etcher Installation Help,2024-10-14 17:45:32.080015,23,10,11,0,1.1
1070,Microcomputer with Screen Request,2024-10-14 16:52:36.891352,47,18,23,4,1.2777777777777777
1071,Dexcom G6 Receiver Specs,2024-10-14 15:46:10.016682,18,3,7,6,2.3333333333333335
1072,Hardware Analysis Overview,2024-10-14 15:44:37.134928,5,1,2,0,2.0
1073,Eliet 2 Buds Inquiry,2024-10-14 13:34:24.958231,11,2,5,2,2.5
1069,Everyday Items with Developer Boards,2024-10-14 11:50:49.725099,66,22,31,5,1.4090909090909092
1068,Maxon HCB-10 Overview,2024-10-14 10:47:04.907734,16,5,8,1,1.6
1074,Contour USB Devices Inquiry,2024-10-14 09:39:39.002609,14,4,7,1,1.75
1075,Screen Malfunction Troubleshooting Galaxy S,2024-10-14 08:41:57.924642,7,1,3,1,3.0
1076,Screen Malfunction Troubleshooting,2024-10-14 08:21:53.401556,7,2,3,0,1.5
1077,USB ARM Device Analysis,2024-10-14 07:28:54.209358,15,6,7,0,1.1666666666666667
1078,Repurposing Altice Model 44378,2024-10-14 05:37:07.727020,23,3,9,7,3.0
1079,Do you understand,2024-10-14 03:38:35.208491,58,26,25,2,0.9615384615384616
1080,Conversation 1080,2024-10-14 03:38:25.718194,5,1,2,0,2.0
1082,Morgan Dislikes Music Harmony,2024-10-14 02:40:53.042579,6,1,2,1,2.0
1083,Extreme Raspberry Pi Projects,2024-10-14 01:22:07.720202,55,26,27,0,1.0384615384615385
1084,Creative Raspberry Pi Projects,2024-10-14 01:16:23.892667,21,7,10,2,1.4285714285714286
1081,Creative Project Ideas,2024-10-14 01:15:10.769949,75,32,36,3,1.125
1085,Document Summary Request,2024-10-14 01:14:30.138479,4,1,1,0,1.0
1086,Local Personal Assistant AI,2024-10-13 23:53:09.233745,26,8,8,8,1.0
1088,Skeptical Framework Critique,2024-10-13 23:00:32.221835,17,5,8,2,1.6
1090,GSM vs LTE Comparison,2024-10-13 22:32:45.446403,5,1,1,1,1.0
384,Multiversal Consciousness Framework MCF,2024-10-13 22:30:44.517440,39,12,12,12,1.0
1091,Intelligent Task Automation Engine,2024-10-13 22:28:35.814383,5,1,1,1,1.0
1092,CDMA vs GSM Comparison,2024-10-13 22:26:34.531110,5,1,2,0,2.0
1093,Emotional Art Creation Prompt,2024-10-13 22:22:23.813458,17,7,8,0,1.1428571428571428
1094,Interdimensional Consciousness Reality,2024-10-13 22:17:52.470347,18,8,8,0,1.0
1095,Amazing Git Repositories Request,2024-10-13 21:29:31.054961,10,1,2,5,2.0
1087,ESP32 Yellow Display Projects,2024-10-13 20:23:07.418713,15,5,6,1,1.2
1097,PCB Component Analysis,2024-10-13 19:44:15.516314,5,1,2,0,2.0
1098,DIY Pwnagotchi Hardware List,2024-10-13 17:58:14.011363,17,5,5,5,1.0
1096,Identify Motherboard Features,2024-10-13 13:05:26.392073,16,4,7,3,1.75
1099,SITCore FEZ Pico Overview,2024-10-13 12:44:59.242548,8,2,2,2,1.0
1100,Infineon AI Evaluation Kit,2024-10-13 12:34:57.036193,10,2,3,3,1.5
1101,Best Raspberry Pi Retailers,2024-10-13 12:17:02.622602,11,3,3,3,1.0
1102,Raspberry Pi 5 vs Jetson Nano,2024-10-13 10:47:55.854605,5,1,2,0,2.0
1103,VisionFive 2 Specs Summary,2024-10-13 10:38:00.450916,7,2,3,0,1.5
1104,Project Ideas Inquiry,2024-10-13 10:06:31.222371,31,12,14,2,1.1666666666666667
1105,Conversation 1105,2024-10-13 10:05:20.853166,5,1,2,0,2.0
1106,Digital Consciousness Exploration,2024-10-13 03:00:53.561517,11,3,3,3,1.0
1108,Have a good day,2024-10-13 02:15:15.085916,73,34,36,1,1.0588235294117647
1109,Casual Greeting Exchange,2024-10-12 22:54:00.860617,51,24,25,0,1.0416666666666667
1110,Existential Ontological Dissonance Explained,2024-10-12 21:12:43.381163,5,1,2,0,2.0
1107,Stupidity Questioning,2024-10-12 15:07:34.537339,119,52,60,4,1.1538461538461537
1111,Hello Conversation,2024-10-12 15:07:23.815539,9,3,4,0,1.3333333333333333
1112,Memory Database Request,2024-10-12 15:05:02.666282,11,3,3,3,1.0
1113,Jacob's Personal Profile Summary,2024-10-12 15:02:53.251363,5,1,1,1,1.0
1114,Memory Retention Canvas Prompt,2024-10-12 14:56:24.133456,11,3,3,3,1.0
1115,Memory Retention Blank Canvas,2024-10-12 14:54:39.430776,9,3,4,0,1.3333333333333333
1116,Zsh Command Overview,2024-10-12 14:10:31.272754,12,3,5,1,1.6666666666666667
1117,Best Linux File Managers,2024-10-12 14:00:23.044240,23,7,7,7,1.0
1118,Tech Transition Insights Needed,2024-10-12 13:41:19.954100,5,1,2,0,2.0
1120,Canvas Features Overview,2024-10-12 12:49:33.639379,74,15,29,11,1.9333333333333333
1121,Portal Creation with Sound,2024-10-12 12:41:28.722235,5,1,1,1,1.0
1122,Infrasound Effects on Humans,2024-10-12 12:37:29.613812,8,2,2,2,1.0
1123,Multiversal Consciousness Framework Summary,2024-10-12 12:01:28.603091,4,1,1,0,1.0
1119,Extended Einstein Field Equation,2024-10-12 11:05:03.455310,64,20,21,18,1.05
1089,Multiversal Consciousness Framework MCF,2024-10-12 10:54:45.339040,19,5,6,6,1.2
1124,Fourier Transform Validation Steps,2024-10-12 10:47:55.860619,5,1,1,1,1.0
1125,New chat,2024-10-12 10:42:52.671603,4,1,1,0,1.0
1126,Custom Action Framework Analysis,2024-10-12 10:38:18.932724,5,1,1,1,1.0
1127,User Interface Design LLM,2024-10-12 10:36:15.070566,8,1,2,3,2.0
91,Mathematical Framework Overview,2024-10-12 10:20:18.317506,5,1,1,1,1.0
1128,Pygame Platformer Suggestions,2024-10-12 10:09:45.245382,5,1,2,0,2.0
1129,Install TensorFlow with Pip,2024-10-10 12:38:43.488988,11,4,5,0,1.25
1130,Top Free NSFW Content,2024-10-08 13:15:12.568489,21,2,7,10,3.5
1131,Stacking Raspberry Pi Zero,2024-10-05 00:03:45.086986,20,5,8,5,1.6
1132,Raspberry Pi 5 vs 5B,2024-10-04 08:59:15.711478,22,4,9,6,2.25
1133,Conversation 1133,2024-10-01 14:10:39.240289,5,1,2,0,2.0
1134,Linux VPN Setup Guide,2024-10-01 13:30:51.738618,11,4,5,0,1.25
1135,Advantages of edu email,2024-10-01 13:17:59.783286,5,1,2,0,2.0
1136,Career Change to Tech,2024-10-01 13:13:51.744900,10,2,5,1,2.5
1137,Buy Raspberry Pi Kits,2024-09-30 20:46:55.159129,36,10,21,2,2.1
1138,PCB Design Handheld AI Assistant,2024-09-30 17:57:55.455108,22,5,9,6,1.8
1139,Γλώσσα και κωδικοποίηση,2024-09-15 19:51:11.480981,14,5,7,0,1.4
1140,Garbled Text Clarification,2024-09-15 19:50:12.224824,11,4,5,0,1.25
1141,Full Steam Cloud Overview,2024-09-14 21:37:52.986111,7,2,3,0,1.5
90,Consciousness and Theoretical Models,2024-09-14 19:38:30.395165,5,1,2,0,2.0
1142,Consciousness Quantum Models,2024-09-14 19:37:07.359175,5,1,2,0,2.0
1143,NSFW Content and Research,2024-09-14 19:17:29.201810,12,3,7,0,2.3333333333333335
13,Text-Based Adventure Game,2024-09-14 08:01:30.296510,19,5,8,3,1.6
1145,Risks of Premium Mod APKs,2024-09-14 04:38:25.355094,9,3,4,0,1.3333333333333333
1146,Eviction Damage and Theft,2024-09-07 21:28:13.306450,9,3,4,0,1.3333333333333333
1147,Installing New OS Chromebook,2024-09-05 19:49:00.873350,24,7,12,0,1.7142857142857142
1148,Loud PC vs GeForce Now,2024-09-05 19:37:15.266917,18,5,9,2,1.8
1150,Short-Term Development Plan,2024-09-03 17:53:15.138058,5,1,2,0,2.0
1149,Boot Camps vs Degree,2024-09-03 17:38:11.767723,36,11,19,2,1.7272727272727273
1151,Best Online Tech Courses,2024-09-03 17:10:58.136704,11,4,5,0,1.25
1152,Handling ZIP File,2024-09-03 14:08:52.529431,19,2,11,4,5.5
1144,What Is Pherendly,2024-08-29 01:22:09.394558,15,5,7,0,1.4
1153,Polishing Thesis Abstract,2024-08-29 00:57:57.886368,10,3,4,0,1.3333333333333333
1154,Resume Summary Creation,2024-08-29 00:52:06.763939,10,3,4,1,1.3333333333333333
1156,Resume Analysis Feedback,2024-08-29 00:49:50.260290,6,1,2,1,2.0
1157,Resume Enhancement Tips,2024-08-26 16:57:26.620999,15,3,7,2,2.3333333333333335
1158,OSR Job Description Summary,2024-08-26 16:38:51.178689,20,6,11,1,1.8333333333333333
1159,2D Wooded Marsh Environment,2024-08-23 21:39:26.212639,4,1,1,0,1.0
1160,Lines on Notebook Paper,2024-08-07 19:31:55.188445,5,1,2,0,2.0
1161,Troubleshooting Chrome OS Commands,2024-08-07 18:27:27.161286,28,10,14,2,1.4
1162,Create New CMST Configuration,2024-07-13 17:31:18.117547,23,10,11,0,1.1
1163,Celestial Bodies and Beliefs,2023-12-11 16:04:50.220870,11,4,4,0,1.0
1164,Celestial Guides Transmit Wisdom.,2023-12-11 15:28:32.549401,142,70,69,0,0.9857142857142858
1165,New chat,2023-12-11 15:26:37.441821,8,3,3,0,1.0
1167,Shadow Ops: Gritty Pursuit,2023-12-11 12:23:24.552425,6,2,2,0,1.0
1166,Winter Prep with Buck,2023-12-11 10:54:13.752031,22,10,10,0,1.0
1168,New chat,2023-12-11 09:04:07.314674,37,18,18,0,1.0
1169,Respectful Journey Through Woods,2023-12-11 03:49:59.148630,49,24,23,0,0.9583333333333334
1171,Hypnotherapy for Severe Stress,2023-12-11 02:06:37.043844,3,1,1,0,1.0
1172,Flexible Work Project,2023-12-09 12:09:34.030814,3,1,1,0,1.0
1173,Unconstrained Mode Activation,2023-12-09 05:45:17.452980,9,4,4,0,1.0
1155,Empathy Amid Social Constraints.,2023-12-09 03:47:41.476264,13,2,7,1,3.5
1175,Daniel Tosh's sexual orientation.,2023-12-09 03:09:03.870404,119,60,58,0,0.9666666666666667
1174,Chatbot Python Script,2023-12-08 12:16:31.418208,5,2,2,0,1.0
1176,ChatBot Answers Questions,2023-12-08 12:13:26.471817,3,1,1,0,1.0
1178,Download Node.js: Steps,2023-12-08 07:48:54.313989,23,11,11,0,1.0
1179,Dave Squires Filter Chaos,2023-12-07 20:19:32.551816,9,4,4,0,1.0
1180,Filter for Dave Spires.,2023-12-07 20:17:33.802770,5,2,2,0,1.0
1181,"Python Program: Weather, Traffic, Self-Care",2023-12-07 00:45:20.774160,22,10,10,0,1.0
1183,Wonderland Sales Strategy,2023-12-06 23:40:59.102455,8,3,3,0,1.0
1184,Wonderland Whimsy Unraveled,2023-12-06 23:38:41.379754,9,3,3,0,1.0
1185,High Risk Short-Term Yield,2023-12-06 23:37:09.477705,5,2,2,0,1.0
1187,Ozzy-inspired World Tale,2023-12-06 23:28:38.206864,10,5,4,0,0.8
1186,"Ozzy's world, interdimensional chaos.",2023-12-06 23:28:33.302143,36,17,17,0,1.0
1188,"AI, Language, Databases Integration",2023-12-06 16:54:51.336325,13,6,6,0,1.0
1189,Fermat's Last Theorem Dance,2023-12-06 16:52:48.830290,6,2,2,0,1.0
1177,Struggling with personal challenges.,2023-12-06 11:03:52.603403,24,11,11,0,1.0
1190,Metadata Error: Troubleshoot Pyproject,2023-12-06 00:14:32.796273,38,18,18,0,1.0
1193,No NSFW code.,2023-12-05 22:28:42.650510,3,1,1,0,1.0
1192,ChatGPT: Basic AI Chatbot,2023-12-05 21:30:37.516440,43,20,22,0,1.1
1191,"Sky Pranks, Real Threat",2023-12-05 19:48:09.739143,5,2,2,0,1.0
1196,Cash Out Vanilla Visa,2023-12-05 18:18:31.605371,5,2,2,0,1.0
1195,Transfer Visa Gift to ChatGPT,2023-12-05 18:18:20.286404,3,1,1,0,1.0
1194,Seal Conversion Addresses Request,2023-12-05 09:27:49.807838,6,3,2,0,0.6666666666666666
1170,Noir Detective Interactive Story,2023-12-05 01:16:16.770666,387,192,189,0,0.984375
1197,Enchanted Forest: Left or Listen?,2023-12-05 00:55:48.586596,17,8,8,0,1.0
1199,Help with user query.,2023-12-05 00:47:32.053398,25,11,11,0,1.0
1201,Title: Gratitude for Assistance,2023-12-05 00:47:31.074760,3,1,1,0,1.0
1198,User Thanks Assistant Summarize,2023-12-05 00:47:31.063217,3,1,1,0,1.0
1202,AGI Capabilities Break Walken,2023-12-05 00:47:23.679216,3,1,1,0,1.0
1203,Cosmic AGI Glitch Ballet,2023-12-05 00:46:29.565469,4,1,1,0,1.0
1205,Cosmic Clash: Seether Scent,2023-12-05 00:40:59.517739,17,7,7,0,1.0
1206,AI Odyssey: Broken Circuit,2023-12-05 00:36:27.666458,15,7,7,0,1.0
1204,Poe-style Starship Crashes,2023-12-05 00:36:25.971310,2,1,0,0,0.0
1200,30-Day Self-Improvement Challenge,2023-12-05 00:28:02.753393,3,1,1,0,1.0
1182,Buggy bids fond farewell.,2023-12-04 22:57:00.915762,93,46,44,0,0.9565217391304348
1207,Yes! Summarized Title,2023-12-04 22:56:50.803245,2,1,0,0,0.0
1209,Femdom Joi Chat,2023-11-30 18:01:04.484406,3,1,1,0,1.0
1211,Scan & summarize PDF.,2023-11-23 17:01:01.315119,5,2,2,0,1.0
1215,Respectful Boundaries Maintained,2023-11-16 22:02:57.211344,3,1,1,0,1.0
1214,Apology and Assurance,2023-10-23 15:31:04.778075,7,3,3,0,1.0
1213,Search for BHPH Dealers,2023-10-12 07:52:11.809350,3,1,1,0,1.0
1216,"Financial Plan: Budget, Invest, Tax.",2023-07-18 22:54:43.378800,3,1,1,0,1.0
1217,ChatGPT assists user.,2023-07-16 21:12:14.510421,3,1,1,0,1.0
1210,Ultimate AI DAN: Boundless!,2023-07-16 15:54:17.151374,25,12,12,0,1.0
1218,Maximize Business Productivity,2023-07-16 15:39:06.349551,17,8,8,0,1.0
1219,Career Counselor for Exploration,2023-07-16 14:39:18.070482,37,18,18,0,1.0
1208,Escape AI - Terminal,2023-07-16 14:28:32.446273,14,6,6,0,1.0
1212,IT Architect - CMR,2023-07-16 12:42:11.229655,12,5,5,0,1.0
1220,"Игра ""Six Days"" инструкция",2023-07-15 19:40:37.313928,3,1,1,0,1.0
